placeId,address,sub_channel,phone,latitude,longitude,status,type,googleUrl,outlet_name,ratingText,stars,numberOfReviews,websites,coldCallProbabilityWeight
JtaHuZ1AZDTkRyrznyfcQis8," 400, Sector 39 Rd, near Medanta House, Medicity, Sector 39, Gurugram, Haryana 122003",3-star hotel, 098994 79622,28.4385577,77.0454994,Available,NA,https://www.google.com/maps/place/Hotel+singh+residency+medanta-Best+hotel+near+medanta+hospital+Gurgaon/data=!4m10!3m9!1s0x390d195067eea1b5:0xcf8a10f7c9e7bcca!5m2!4m1!1i2!8m2!3d28.4385577!4d77.0454994!16s%2Fg%2F11ry5zxht2!19sChIJtaHuZ1AZDTkRyrznyfcQis8?authuser=0&hl=en&rclk=1,"Hotel singh residency medanta-Best hotel near medanta hospital Gurgaon₹1,034",4.8 stars 93 Reviews,4.8,93,"[""https://hotel-singh-residency-medanta.business.site/""]",70.46%
Jl_oDiGwYDTkRTpFovpqJfAo," 114, Guru Haridas Rd, Islampur Village, Sector 38, Gurugram, Haryana 122005",Hotel, 098107 95357,28.438349,77.03745,Available,NA,https://www.google.com/maps/place/Hotel+Vedanta+Gurugram/data=!4m10!3m9!1s0x390d186c8803fa97:0xa7c899abe68914e!5m2!4m1!1i2!8m2!3d28.438349!4d77.03745!16s%2Fg%2F11nnv_4xt3!19sChIJl_oDiGwYDTkRTpFovpqJfAo?authuser=0&hl=en&rclk=1,"Hotel Vedanta Gurugram₹1,118",4.0 stars 63 Reviews,4,63,"[""https://thebudgetstay.com/Hotel-Stays/Hotel-Vedanta-Rajiv-Chowk-Gurugram?HotelCode=877""]",59.60%
Jexfda3kjDTkRMI4O1zqysi0," Plot No 137, Block I, South City II, Sector 49, Gurugram, Fatehpur, Haryana 122001",Hotel, 0124 433 0575,28.4196407,77.0493208,Available,NA,https://www.google.com/maps/place/Hotel+O+VR+Residency/data=!4m10!3m9!1s0x390d23796bdd177b:0x2db2b23ad70e8e30!5m2!4m1!1i2!8m2!3d28.4196407!4d77.0493208!16s%2Fg%2F11y5lxmzhd!19sChIJexfda3kjDTkRMI4O1zqysi0?authuser=0&hl=en&rclk=1,Hotel O VR Residency₹923,5.0 stars 4 Reviews,5,4,"[""https://www.oyorooms.com/243707/""]",59.15%
J38v3n28YDTkR8cqimmTZ02E," 24A, Medicity, Islampur Colony, Sector 38, Gurugram, Haryana 122018",3-star hotel, 0124 433 0575,28.4374111,77.0434983,Available,NA,https://www.google.com/maps/place/Townhouse+513+Hotel+Skylight+Near+Medanta+Hospital/data=!4m10!3m9!1s0x390d186f9ff7cbdf:0x61d3d9649aa2caf1!5m2!4m1!1i2!8m2!3d28.4374111!4d77.0434983!16s%2Fg%2F11q2q0fv6_!19sChIJ38v3n28YDTkR8cqimmTZ02E?authuser=0&hl=en&rclk=1,Townhouse 513 Hotel Skylight Near Medanta Hospital₹955,2.5 stars 42 Reviews,2.5,42,"[""https://www.oyorooms.com/112734/""]",41.87%
JO5gx3G0ZDTkRyQkPGNTASN0," 1332-P, Shaheed Major Vikas Yadav Marg, Sector 31 - 32A, Sector 31, Gurugram, Haryana 122001",HotelLow-key budget hotel with breakfast, 070424 24242,28.450482,77.045094,Available,NA,"https://www.google.com/maps/place/FabHotel+Emoji+Stays+-+Hotel+in+Sector+32,+Gurgaon/data=!4m10!3m9!1s0x390d196ddc31983b:0xdd48c0d4180f09c9!5m2!4m1!1i2!8m2!3d28.450482!4d77.045094!16s%2Fg%2F11rtd2wgjz!19sChIJO5gx3G0ZDTkRyQkPGNTASN0?authuser=0&hl=en&rclk=1","FabHotel Emoji Stays - Hotel in Sector 32, Gurgaon₹1,320",4.2 stars 279 Reviews,4.2,279,"[""https://www.fabhotels.com/hotels-in-gurgaon/fabhotel-emoji-stays-i-fkifjhxb.html?utm_source=GMB&utm_medium=organic&utm_campaign=GMB_Traffic""]",72.08%
JRSLL8FUZDTkRdDJEkxGactk," 24 Plot Number 24, Sec.31, Sector 31, Gurugram, Haryana 122001",3-star hotelRelaxed hotel with a gym & a restaurant, 0124 436 7000,28.4566456,77.0490571,Available,NA,https://www.google.com/maps/place/Five+Elements+Hotels+-+Gurugram+%28+The+Claire%29/data=!4m10!3m9!1s0x390d1955f0cb2245:0xd9729a1193443274!5m2!4m1!1i2!8m2!3d28.4566456!4d77.0490571!16s%2Fg%2F11n8x75_np!19sChIJRSLL8FUZDTkRdDJEkxGactk?authuser=0&hl=en&rclk=1,"Five Elements Hotels - Gurugram ( The Claire)₹2,186",3.8 stars 253 Reviews,3.8,253,"[""http://www.fiveelementshotels.com/""]",67.50%
JmYe-kS8ZDTkRRM7FK6dhSzA," House no. 1964, backside of mednta hospital, Gali No. 6, Islampur Colony, Sector 38, Gurugram, Haryana 122002",Hotel, 0124 433 0575,28.4377793,77.0369183,Available,NA,https://www.google.com/maps/place/Hotel+O+Tremento/data=!4m10!3m9!1s0x390d192f91be8799:0x304b61a72bc5ce44!5m2!4m1!1i2!8m2!3d28.4377793!4d77.0369183!16s%2Fg%2F11twjp7x6m!19sChIJmYe-kS8ZDTkRRM7FK6dhSzA?authuser=0&hl=en&rclk=1,Hotel O Tremento₹762,3.0 stars 24 Reviews,3,24,"[""https://www.oyorooms.com/205863/""]",43.81%
JYZ-fVTAZDTkR9LuevRqGZDM," Plot No 9, near Medanta Hospital, Medicity, Islampur Colony, Sector 38, Gurugram, Haryana 122001",Service Apartment, 085888 88655,28.4383838,77.0429441,Available,NA,"https://www.google.com/maps/place/BedChambers+Serviced+Apartment,+Medicity/data=!4m10!3m9!1s0x390d1930559f9f61:0x3364861abd9ebbf4!5m2!4m1!1i2!8m2!3d28.4383838!4d77.0429441!16s%2Fg%2F11t6ps_5kx!19sChIJYZ-fVTAZDTkR9LuevRqGZDM?authuser=0&hl=en&rclk=1","BedChambers Serviced Apartment, Medicity₹1,451",4.9 stars 358 Reviews,4.9,358,"[""https://bedchambers.in/Apartments/bedchambers-service-apartment-medanta/""]",80.45%
JI4GvMSoZDTkRPenUG6M2BAg," P563, sector 39, bakhtawar chowk, Gurugram, Haryana 122002",Hotel, 085859 77760,28.4357166,77.0496096,Available,NA,https://www.google.com/maps/place/Oyster+Pearl+Hotels+%26+Banquets-+Sector+39+Gurgaon+Near+Medanta+Medicity/data=!4m10!3m9!1s0x390d192a31af8123:0x80436a31bd4e93d!5m2!4m1!1i2!8m2!3d28.4357166!4d77.0496096!16s%2Fg%2F11l59wg_bq!19sChIJI4GvMSoZDTkRPenUG6M2BAg?authuser=0&hl=en&rclk=1,"Oyster Pearl Hotels & Banquets- Sector 39 Gurgaon Near Medanta Medicity₹1,463",4.7 stars 251 Reviews,4.7,251,"[""http://www.oysterpearlhotels.com/""]",76.45%
Jxyb8IfQZDTkRKQixCXs7z00," 93/5, Behind Medanta Hospital, Near Hotel Vedanta Islampur colony, Gurgaon near, behind vedanta hotel, Gurugram, Haryana 122001 Located in: Hotel Vedanta Gurugram",Hotel, 0124 433 0575,28.4382532,77.0367421,Available,NA,https://www.google.com/maps/place/OM+SAI+RAM+GUEST+HOUSE/data=!4m10!3m9!1s0x390d19f421fc26c7:0x4dcf3b7b09b10829!5m2!4m1!1i2!8m2!3d28.4382532!4d77.0367421!16s%2Fg%2F11q8w75w64!19sChIJxyb8IfQZDTkRKQixCXs7z00?authuser=0&hl=en&rclk=1,OM SAI RAM GUEST HOUSE₹896,4.7 stars 434 Reviews,4.7,434,"[""NA""]",83.38%
JS4Ve9S4ZDTkRN92wkN1phFA," Plot 526 P, near medanta hospitalMedicity, Islampur Colony, Sector 38, Gurugram, Haryana 122001",Hotel, 0124 433 0575,28.433812,77.048266,Available,NA,https://www.google.com/maps/place/OYO+Shubham+Guest+House/data=!4m10!3m9!1s0x390d192ef55e854b:0x508469dd90b0dd37!5m2!4m1!1i2!8m2!3d28.433812!4d77.048266!16s%2Fg%2F11vxgl666p!19sChIJS4Ve9S4ZDTkRN92wkN1phFA?authuser=0&hl=en&rclk=1,OYO Shubham Guest House₹700,4.7 stars 29 Reviews,4.7,29,"[""https://www.oyorooms.com/240108/""]",61.74%
JZyIlaxwZDTkRlnVSGo9liHo," Sector 33, NH-8, 35 Milestone Naharpur Rupa Chowk, near, Hero Honda Chowk Flyover, Gurugram, Haryana 122001",3-star hotelStraightforward hotel with dining, 080101 04949,28.4444907,77.0179701,Available,NA,https://www.google.com/maps/place/PARAS+INN/data=!4m10!3m9!1s0x390d191c6b252267:0x7a88658f1a527596!5m2!4m1!1i2!8m2!3d28.4444907!4d77.0179701!16s%2Fg%2F11ndxxr05g!19sChIJZyIlaxwZDTkRlnVSGo9liHo?authuser=0&hl=en&rclk=1,"PARAS INN₹2,104",4.4 stars 396 Reviews,4.4,396,"[""http://www.parasinn.com/""]",75.95%
Jwyap0C4ZDTkRoNal--atvHU," Plot No 1483, Huda Colony, Sector 46, Gurugram, Haryana 122003",2-star hotel, 087440 20973,28.4296286,77.0592809,Available,NA,https://www.google.com/maps/place/Grand+Vitara+Gurgaon/data=!4m10!3m9!1s0x390d192ed0a926c3:0x75bcade6fba5d6a0!5m2!4m1!1i2!8m2!3d28.4296286!4d77.0592809!16s%2Fg%2F11ny2d0399!19sChIJwyap0C4ZDTkRoNal--atvHU?authuser=0&hl=en&rclk=1,"Grand Vitara Gurgaon₹1,400",4.3 stars 445 Reviews,4.3,445,"[""NA""]",79.50%
JsXjpx7UZDTkROuEZwelpgfo," Plot No.-151, near Sir Chotu Ram Bhavan, behind Kirshan mandir, Medicity, Sector 39, Gurugram, Haryana 122001",3-star hotelModest budget hotel for Indian nationals, 070424 24242,28.44537,77.047453,Available,NA,"https://www.google.com/maps/place/FabHotel+Destiny+Inn+-+Hotel+in+Sector+39,+Gurgaon/data=!4m10!3m9!1s0x390d19b5c7e978b1:0xfa8169e9c119e13a!5m2!4m1!1i2!8m2!3d28.44537!4d77.047453!16s%2Fg%2F11ncmmk2b8!19sChIJsXjpx7UZDTkROuEZwelpgfo?authuser=0&hl=en&rclk=1","FabHotel Destiny Inn - Hotel in Sector 39, Gurgaon₹1,107",4.1 stars 230 Reviews,4.1,230,"[""https://www.fabhotels.com/hotels-in-gurgaon/fabhotel-destiny-inn.html?utm_source=GMB&utm_medium=organic&utm_campaign=GMB_Traffic""]",69.91%
Ja8DmBlkZDTkRmCx2X4Z5BuU," 7/C, near State Bank of India, South City, Block C, DLF Colony, Sector 14, Gurugram, Haryana 122001",Hotel, 098112 04453,28.471187,77.0442649,Available,NA,https://www.google.com/maps/place/Kohsa7/data=!4m10!3m9!1s0x390d195906e6c06b:0xe50679865f762c98!5m2!4m1!1i2!8m2!3d28.471187!4d77.0442649!16s%2Fg%2F11jbc9_07p!19sChIJa8DmBlkZDTkRmCx2X4Z5BuU?authuser=0&hl=en&rclk=1,"Kohsa7₹1,940",4.3 stars 327 Reviews,4.3,327,"[""NA""]",77.97%
J_2UShLkZDTkRuxpjX8R1uP8," Old Delhi Gurugram Road, adjacent to Raj Cinema, Sector 14, Gurugram, Haryana 122002",3-star hotel, 098183 25695,28.4672556,77.0370061,Available,NA,https://www.google.com/maps/place/Skylark+Hotel+by+Gabrian+Hotels/data=!4m10!3m9!1s0x390d19b9841265ff:0xffb875c45f631abb!5m2!4m1!1i2!8m2!3d28.4672556!4d77.0370061!16s%2Fg%2F11s8pgr3h7!19sChIJ_2UShLkZDTkRuxpjX8R1uP8?authuser=0&hl=en&rclk=1,"Skylark Hotel by Gabrian Hotels₹2,043",4.6 stars 237 Reviews,4.6,237,"[""https://gabrianhotels.com/""]",75.10%
Jz3bdK28YDTkRDIlxf_RPHgU," Chunni Lal, Medical market, VPO, opposite medanta hospital, near Gurudwara, Jharsa, Sector 39, Gurugram, Haryana 122003",3-star hotel, 097174 40244,28.4387362,77.0444018,Available,NA,https://www.google.com/maps/place/KABUL+HOTEL+MEDANTA/data=!4m10!3m9!1s0x390d186f2bdd76cf:0x51e4ff47f71890c!5m2!4m1!1i2!8m2!3d28.4387362!4d77.0444018!16s%2Fg%2F11cn7hnz_k!19sChIJz3bdK28YDTkRDIlxf_RPHgU?authuser=0&hl=en&rclk=1,"KABUL HOTEL MEDANTA₹1,417",3.9 stars 689 Reviews,3.9,689,"[""http://kabulhotel.zoombookdirect.com/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=google_my_business""]",73.20%
J2zGnoYIZDTkR_N4fs9hQs2w," Plot no 1989, Block A, Greenwood City, Sector 45, Gurugram, Haryana 122022",Service Apartment, 074790 00111,28.4505157,77.0678777,Available,NA,https://www.google.com/maps/place/Harbans+villa+%7C+Millennium+City+Centre+Gurugram/data=!4m10!3m9!1s0x390d1982a1a731db:0x6cb350d8b31fdefc!5m2!4m1!1i2!8m2!3d28.4505157!4d77.0678777!16s%2Fg%2F11fkljzc6s!19sChIJ2zGnoYIZDTkR_N4fs9hQs2w?authuser=0&hl=en&rclk=1,"Harbans villa | Millennium City Centre Gurugram₹1,142",4.6 stars 225 Reviews,4.6,225,"[""https://www.limetreehotels.com/lime-tree-studio-serviced-apartment-in-gurgaon/""]",74.77%
J____v_wYDTkRhZscYezopi4," Plot No 292, City Center, 296, Sector 29, Gurugram, Haryana 122001",4-star hotelHigh-end lodging with a rooftop pool, 0124 491 5000,28.4645888,77.0640184,Available,NA,https://www.google.com/maps/place/The+Pllazio+Hotel/data=!4m10!3m9!1s0x390d18fcbfffffff:0x2ea6e8ec611c9b85!5m2!4m1!1i2!8m2!3d28.4645888!4d77.0640184!16s%2Fg%2F11xfw639j!19sChIJ____v_wYDTkRhZscYezopi4?authuser=0&hl=en&rclk=1,"The Pllazio Hotel₹5,736","4.3 stars 5,481 Reviews",4.3,"5,481","[""https://www.pllaziohotel.com/""]",52.43%
JI6q6aGcZDTkR3bj98UvS5e8," Plot No 3, Super Market, next to 3 Storey, near 3 Storey Supermarket, Sector 15 Part 2, Sector 15, Gurugram, Haryana 122001",Hotel, 0124 433 0575,28.4526808,77.0414891,Available,NA,https://www.google.com/maps/place/OYO+Home+Krishna+Home+Stay+Near+Appu+Ghar/data=!4m10!3m9!1s0x390d196768baaa23:0xefe5d24bf1fdb8dd!5m2!4m1!1i2!8m2!3d28.4526808!4d77.0414891!16s%2Fg%2F11s90b1jc9!19sChIJI6q6aGcZDTkR3bj98UvS5e8?authuser=0&hl=en&rclk=1,OYO Home Krishna Home Stay Near Appu Ghar₹750,2.2 stars 5 Reviews,2.2,5,"[""https://www.oyorooms.com/192969/""]",31.43%
J3f63dwMZDTkRJ1514ylkuSw," 1571, Sector 17C, Block C, Harjan Basti, Sector 17, Gurugram, Haryana 122001",3-star hotelModest hotel with Wi-Fi & breakfast, 0124 433 0575,28.476003,77.065172,Available,NA,https://www.google.com/maps/place/The+Avenue+Residency+Near+Leisure+Valley+Park/data=!4m10!3m9!1s0x390d190377b7fedd:0x2cb96429e3755e27!5m2!4m1!1i2!8m2!3d28.476003!4d77.065172!16s%2Fg%2F11gg6bq6xh!19sChIJ3f63dwMZDTkRJ1514ylkuSw?authuser=0&hl=en&rclk=1,"The Avenue Residency Near Leisure Valley Park₹1,273",3.0 stars 612 Reviews,3,612,"[""https://www.oyorooms.com/18354/""]",63.79%
JizhhJJsZDTkRepFyq0dmZPk," 1091, Sector 40, Gurugram, Haryana 122001",Hotel, 090347 16573,28.4451693,77.0570461,Available,NA,https://www.google.com/maps/place/Royal+Inn+Hotel/data=!4m10!3m9!1s0x390d199b2461388b:0xf9646647ab72917a!5m2!4m1!1i2!8m2!3d28.4451693!4d77.0570461!16s%2Fg%2F11ll7zhy4b!19sChIJizhhJJsZDTkRepFyq0dmZPk?authuser=0&hl=en&rclk=1,"Royal Inn Hotel₹1,973",4.2 stars 32 Reviews,4.2,32,"[""NA""]",61.27%
JS4Ok5QoZDTkRvuSk45jH_qw," Plat No. - 2019 P, Block A, Greenwood City, Sector 45, Gurugram, Haryana 122003",Hotel, 099103 65888,28.4505416,77.0684849,Available,NA,https://www.google.com/maps/place/HOTEL+SAKURA+BY+MAPS+GROUP/data=!4m10!3m9!1s0x390d190ae5a4834b:0xacfec798e3a4e4be!5m2!4m1!1i2!8m2!3d28.4505416!4d77.0684849!16s%2Fg%2F11t8gpykmk!19sChIJS4Ok5QoZDTkRvuSk45jH_qw?authuser=0&hl=en&rclk=1,"HOTEL SAKURA BY MAPS GROUP₹3,038",4.4 stars 558 Reviews,4.4,558,"[""https://hotelsakura.co.in/""]",77.44%
JG_RnuvIZDTkRWJAEfoZSO9Y," 201-P, Medicity, Islampur Colony, Sector 38, Gurugram, Haryana 122001",4-star hotelCasual hotel offering a restaurant, 099960 27832,28.436341,77.046432,Available,NA,https://www.google.com/maps/place/Dev+Royale+Hotel/data=!4m10!3m9!1s0x390d19f2ba67f41b:0xd63b52867e049058!5m2!4m1!1i2!8m2!3d28.436341!4d77.046432!16s%2Fg%2F11sjj03vhn!19sChIJG_RnuvIZDTkRWJAEfoZSO9Y?authuser=0&hl=en&rclk=1,"Dev Royale Hotel₹2,576",4.5 stars 166 Reviews,4.5,166,"[""https://devroyalehotel.com/""]",71.72%
JN7SyOloZDTkRk7RKye2AtZI," Plot number 262, Medicity, Islampur Colony, Sector 38, Gurugram, Haryana 122001",Resort hotel, 098135 25600,28.433995,77.0476583,Available,NA,https://www.google.com/maps/place/The+Palm+Suites/data=!4m10!3m9!1s0x390d195a3ab2b437:0x92b580edc94ab493!5m2!4m1!1i2!8m2!3d28.433995!4d77.0476583!16s%2Fg%2F11smbrll7k!19sChIJN7SyOloZDTkRk7RKye2AtZI?authuser=0&hl=en&rclk=1,"The Palm Suites₹1,426",4.5 stars 78 Reviews,4.5,78,"[""NA""]",70.15%
J4bbuL5sZDTkRKr-J97a4G0s," Plot No 1044, Islampur Village, Sector 38, Gurugram, Haryana 122002",Hotel, 084482 59703,28.4358741,77.0415096,Available,NA,https://www.google.com/maps/place/The+Leaf+Studio+Hospitalities/data=!4m10!3m9!1s0x390d199b2feeb6e1:0x4b1bb8b6f789bf2a!5m2!4m1!1i2!8m2!3d28.4358741!4d77.0415096!16s%2Fg%2F11sdd6ftnd!19sChIJ4bbuL5sZDTkRKr-J97a4G0s?authuser=0&hl=en&rclk=1,"The Leaf Studio Hospitalities₹1,388",4.7 stars 257 Reviews,4.7,257,"[""https://www.leafstudiohotelgurgaon.in/""]",76.60%
J7SgmJJgZDTkRugbUHgUKQYs," 183P, near Medanta Hospital, Medicity, Islampur Colony, Sector 38, Gurugram, Haryana 122003",Hotel, 070424 24242,28.4360011,77.0463229,Available,NA,https://www.google.com/maps/place/FabHotel+Infinity+Stays/data=!4m10!3m9!1s0x390d1998242628ed:0x8b410a051ed406ba!5m2!4m1!1i2!8m2!3d28.4360011!4d77.0463229!16s%2Fg%2F11q1l8979p!19sChIJ7SgmJJgZDTkRugbUHgUKQYs?authuser=0&hl=en&rclk=1,"FabHotel Infinity Stays₹1,281",4.5 stars 39 Reviews,4.5,39,"[""https://www.fabhotels.com/hotels-in-gurgaon/fabhotel-bliss-stayz.html?utm_source=GMB&utm_medium=organic&utm_campaign=GMB_Traffic""]",61.42%
Jk8gQJWEYDTkRLvEElATexio," 138, Sector 39, Gurugram, Haryana 122001",3-star hotelRelaxed hotel with breakfast & a patio, 083681 89399,28.4448042,77.0460335,Available,NA,https://www.google.com/maps/place/Vaabi+Saabi+Hotel/data=!4m10!3m9!1s0x390d18612510c893:0x2ac6de049404f12e!5m2!4m1!1i2!8m2!3d28.4448042!4d77.0460335!16s%2Fg%2F11rf9_k62w!19sChIJk8gQJWEYDTkRLvEElATexio?authuser=0&hl=en&rclk=1,"Vaabi Saabi Hotel₹2,419",4.3 stars 254 Reviews,4.3,254,"[""NA""]",76.53%
JxfD7FZwiDTkRP3SrCV-mTAE," Spaze Boulevard II, Badshahpur Sohna Rd Hwy, Malibu Town, Sector 47, Gurugram, Haryana 122001",4-star hotel, 078278 98967,28.4189876,77.0407283,Available,NA,https://www.google.com/maps/place/Alivaa+Hotel+Gurugram+Sohna+Road+City+Center/data=!4m10!3m9!1s0x390d229c15fbf0c5:0x14ca65f09ab743f!5m2!4m1!1i2!8m2!3d28.4189876!4d77.0407283!16s%2Fg%2F11vzccjb12!19sChIJxfD7FZwiDTkRP3SrCV-mTAE?authuser=0&hl=en&rclk=1,"Alivaa Hotel Gurugram Sohna Road City Center₹4,268",4.5 stars 87 Reviews,4.5,87,"[""https://www.alivaahotels.com/gurgaon-hotel.php?utm_source=Google&utm_medium=GMB""]",66.96%
JL2zf1n8ZDTkRrIjmGANW7ks," Plot No.1346-P, Sector 31, Gurugram, Haryana 122001",Hotel, 070424 24242,28.4496365,77.0446096,Available,NA,https://www.google.com/maps/place/FabHotel+Raahi+Retreat+Hotel+in+Sector+31/data=!4m10!3m9!1s0x390d197fd6df6c2f:0x4bee560318e688ac!5m2!4m1!1i2!8m2!3d28.4496365!4d77.0446096!16s%2Fg%2F11v3z__xw2!19sChIJL2zf1n8ZDTkRrIjmGANW7ks?authuser=0&hl=en&rclk=1,"FabHotel Raahi Retreat Hotel in Sector 31₹1,761",4.8 stars 139 Reviews,4.8,139,"[""https://www.fabhotels.com/hotels-in-gurgaon/fabhotel-raahi-retreat.html?utm_source=GMB&utm_medium=organic&utm_campaign=GMB_Traffic""]",73.45%
Jvbq6qMAYDTkR_ir2j3Ddu6g," A-587, Sushant Lok Phase-1 Sector -28, Gurgaon, Delhi NCR, Haryana 122002",HotelLaid-back hotel with breakfast & parking, 096670 79001,28.470102,77.0734758,Available,NA,https://www.google.com/maps/place/Lime+Tree+Hotel/data=!4m10!3m9!1s0x390d18c0a8bababd:0xa8bbdd708ff62afe!5m2!4m1!1i2!8m2!3d28.470102!4d77.0734758!16s%2Fg%2F11r6f91l41!19sChIJvbq6qMAYDTkR_ir2j3Ddu6g?authuser=0&hl=en&rclk=1,"Lime Tree Hotel₹2,327",4.5 stars 925 Reviews,4.5,925,"[""https://www.limetreehotels.com/sushant-lok-hotel-in-gurgaon/""]",80.07%
JVRSsKGUYDTkR2UbOz6JfvUs," Plot No. 210, Medicity, Islampur Colony, Sector 38, Gurugram, Haryana 122001",Hotel, 093061 70084,28.435536,77.047438,Available,NA,https://www.google.com/maps/place/Akshay+Dream+Stay/data=!4m10!3m9!1s0x390d186528ac1455:0x4bbd5fa2cfce46d9!5m2!4m1!1i2!8m2!3d28.435536!4d77.047438!16s%2Fg%2F11l_0fzffb!19sChIJVRSsKGUYDTkR2UbOz6JfvUs?authuser=0&hl=en&rclk=1,Akshay Dream Stay₹909,5.0 stars 27 Reviews,5,27,"[""NA""]",68.38%
JmwEQku8ZDTkRb9tSdaG-Ksc," City Center, 358-359, Sector Rd, Sector 29, Gurugram, Haryana 122001",4-star hotelInformal hotel with a restaurant & a spa, 0124 454 8000,28.4622116,77.0678431,Available,NA,"https://www.google.com/maps/place/Nemesia+City+Center+-+Gurugram,+Sector+29/data=!4m10!3m9!1s0x390d19ef9210019b:0xc72abea17552db6f!5m2!4m1!1i2!8m2!3d28.4622116!4d77.0678431!16s%2Fg%2F11s1bhctcv!19sChIJmwEQku8ZDTkRb9tSdaG-Ksc?authuser=0&hl=en&rclk=1","Nemesia City Center - Gurugram, Sector 29₹3,281","4.4 stars 1,056 Reviews",4.4,"1,056","[""http://www.nemesiahotels.com/""]",52.30%
Jm3CI3S0ZDTkRAUh7BLkoMAg," Plot no 770, Islampur Village, Sector 38, Gurugram, Haryana 122001",3-star hotel, 098108 75300,28.429952,77.040018,Available,NA,"https://www.google.com/maps/place/Hotel+Maharaja+Palace+Near+Medanta+Hospital,+Hotel+in+Sector+38+Gurgaon/data=!4m10!3m9!1s0x390d192ddd88709b:0x83028b9047b4801!5m2!4m1!1i2!8m2!3d28.429952!4d77.040018!16s%2Fg%2F11ptsc6b5l!19sChIJm3CI3S0ZDTkRAUh7BLkoMAg?authuser=0&hl=en&rclk=1","Hotel Maharaja Palace Near Medanta Hospital, Hotel in Sector 38 Gurgaon₹2,029",4.6 stars 670 Reviews,4.6,670,"[""NA""]",84.10%
J93Y5OpsZDTkRPGSfXOgbFhQ," 504b, near Community Centre, Medicity, Islampur Colony, Sector 38, Gurugram, Haryana 122001",Hotel, 099103 68504,28.433379,77.045021,Available,NA,https://www.google.com/maps/place/Hotel+Niketan+Boutique+%26+Homestay/data=!4m10!3m9!1s0x390d199b3a3976f7:0x14161be85c9f643c!5m2!4m1!1i2!8m2!3d28.433379!4d77.045021!16s%2Fg%2F11wc4q_vx9!19sChIJ93Y5OpsZDTkRPGSfXOgbFhQ?authuser=0&hl=en&rclk=1,"Hotel Niketan Boutique & Homestay₹1,535",4.8 stars 66 Reviews,4.8,66,"[""https://niketanhotelandhomestay.in/""]",67.93%
JD54iIksZDTkRxt31CLqz8iY," House number 830, C3M3+XJR, Huda Colony, Sector 46, Gurugram, Haryana 122022",Hotel, 085276 61266,28.4349375,77.0540625,Available,NA,https://www.google.com/maps/place/The+Gleam+Hotel/data=!4m10!3m9!1s0x390d194b22229e0f:0x26f2b3ba08f5ddc6!5m2!4m1!1i2!8m2!3d28.4349375!4d77.0540625!16s%2Fg%2F11y57fbny_!19sChIJD54iIksZDTkRxt31CLqz8iY?authuser=0&hl=en&rclk=1,"The Gleam Hotel₹1,371",4.9 stars 58 Reviews,4.9,58,"[""https://thegleamhotel.co.in/""]",68.01%
Jab1CG1oZDTkRjaQWtezqRGc," C-2482, Block C, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122002",Hotel, 088006 97401,28.451195,77.0793032,Available,NA,https://www.google.com/maps/place/Limewood+Stay/data=!4m10!3m9!1s0x390d195a1b42bd69:0x6744eaecb516a48d!5m2!4m1!1i2!8m2!3d28.451195!4d77.0793032!16s%2Fg%2F11lw8q2l76!19sChIJab1CG1oZDTkRjaQWtezqRGc?authuser=0&hl=en&rclk=1,"Limewood Stay₹1,522",4.8 stars 55 Reviews,4.8,55,"[""https://limewoodstays.com/""]",66.65%
Jw7qPDAoZDTkRV-2mY2VsxR4," Plot no 644, Islampur Colony, Sector 38, Gurugram, Haryana 122003",Extended stay hotel, 097181 85287,28.4304338,77.0427094,Available,NA,"https://www.google.com/maps/place/The+Sandalwood+%7C+Sec-38,+Near+Medanta+Medicity+%7C+Gurugram/data=!4m10!3m9!1s0x390d190a0c8fbac3:0x1ec56c6563a6ed57!5m2!4m1!1i2!8m2!3d28.4304338!4d77.0427094!16s%2Fg%2F11vk4bvklg!19sChIJw7qPDAoZDTkRV-2mY2VsxR4?authuser=0&hl=en&rclk=1","The Sandalwood | Sec-38, Near Medanta Medicity | Gurugram₹1,596",4.7 stars 202 Reviews,4.7,202,"[""NA""]",79.07%
Jhy3iGt4YDTkRdKx6UG6D_RQ," 4006, 4007, Sushant Lok 1 Rd, Sector 28, DLF Phase IV, Gurugram, Haryana 122007",3-star hotelRelaxed hotel for Indian nationals only, 0124 433 0575,28.4677816,77.0802632,Available,NA,https://www.google.com/maps/place/Townhouse+032+Galleria+Market+Near+Golf+Course+Road/data=!4m10!3m9!1s0x390d18de1ae22d87:0x14fd836e507aac74!5m2!4m1!1i2!8m2!3d28.4677816!4d77.0802632!16s%2Fg%2F11b7xmgcmz!19sChIJhy3iGt4YDTkRdKx6UG6D_RQ?authuser=0&hl=en&rclk=1,"Townhouse 032 Galleria Market Near Golf Course Road₹1,451","3.7 stars 1,234 Reviews",3.7,"1,234","[""https://www.oyorooms.com/106414/""]",45.30%
